id,left,top,right,bottom,District,DEM_mean,Slope_mean,LandCover_mean,ppp_sum,NDVI_JFM,NDVI_AMJ,NDVI_JAS,NDVI_OND,NDWI_JFM,NDWI_AMJ,NDWI_JAS,NDWI_OND,Soil_Phosp,Soil_Coppe,Soil_Iron,Soil_Magne,Rainfall,Soil_Boron,Soil_Alumi,Soil_Potas,LST_JFM,LST_AMJ,LST_JAS,LST_OND
739,143564.9928,-47228.2007999998,148564.9928,-52228.2007999998,RUKUNGIRI,947.5562,89.3653,2,842.9,0.43,0.09,0.33,0.71,0.56,0.66,0.96,0.30,2591.55,227.61,195.24,557.44,38,103.05,728.24,282.94,905,986,1061,1745
740,143564.9928,-52228.2007999998,148564.9928,-57228.2007999998,RUKUNGIRI,984.8519,89.9426,2,2375.0,0.24,0.63,0.60,0.78,0.03,0.87,0.10,0.16,2262.49,224.97,182.94,497.37,38,84.13,723.40,249.63,978,2782,2353,1644
741,143564.9928,-57228.2007999998,148564.9928,-62228.2007999998,RUKUNGIRI,1040.2689,89.8861,2,2443.6,0.54,0.98,0.26,0.52,0.06,0.89,0.72,0.03,1928.92,202.71,183.26,462.82,38,84.56,767.72,225.83,544,1880,1920,1176
742,143564.9928,-62228.2007999998,148564.9928,-67228.2007999998,RUKUNGIRI,1069.3501,89.9893,3,1307.6,0.49,0.26,0.52,0.61,0.81,0.92,0.67,0.84,1859.05,203.14,199.08,420.84,37.7186625353789,92.06,848.25,210.89,1655,962,1472,1075
743,143564.9928,-67228.2007999998,148564.9928,-72228.2007999998,KANUNGU,1086.0724,89.9922,3,863.8,0.01,0.95,0.15,0.61,0.91,0.45,0.83,0.40,2136.33,251.42,200.58,426.46,37,100.54,844.34,236.56,280,2570,2850,2548
744,143564.9928,-72228.2007999998,148564.9928,-77228.2007999998,KANUNGU,1092.8057,89.9903,3,1668.3,0.00,0.71,0.44,0.45,0.03,0.13,0.15,0.00,1866.27,261.09,218.10,389.87,37,93.79,863.15,215.83,371,1909,2302,857
745,143564.9928,-77228.2007999998,148564.9928,-82228.2007999998,KANUNGU,1190.3422,89.9952,3,2726.2,0.29,0.93,0.17,0.77,0.80,0.14,0.12,0.58,1993.15,278.95,212.80,427.87,30.8718676531626,104.72,873.56,232.30,185,1961,2635,2481
746,143564.9928,-82228.2007999998,148564.9928,-87228.2007999998,KANUNGU,1309.0384,89.9956,4,1245.1,0.41,0.65,0.49,0.85,0.73,0.93,0.48,0.72,2064.15,242.65,206.57,405.18,21,105.83,947.40,224.95,1236,221,2562,2718
747,143564.9928,-87228.2007999998,148564.9928,-92228.2007999998,KANUNGU,1420.3584,89.9642,4,1939.8,0.85,0.37,0.87,0.71,0.49,0.25,0.88,0.01,1795.31,238.60,201.69,379.79,21,89.58,964.77,231.55,208,1438,1975,1548
748,143564.9928,-92228.2007999998,148564.9928,-97228.2007999998,KANUNGU,1567.5765,89.9956,4,2680.3,0.97,0.77,0.00,0.19,0.21,0.89,0.15,0.48,1522.78,238.05,203.59,338.44,21,90.86,947.40,241.90,383,870,2981,2021
749,143564.9928,-97228.2007999998,148564.9928,-102228.2008,KANUNGU,1672.1783,89.9961,3,1237.1,0.92,0.35,0.86,0.22,0.50,0.82,0.14,0.90,1779.51,210.65,208.56,305.06,21,75.64,1025.66,231.11,1391,676,721,738
750,143564.9928,-102228.2008,148564.9928,-107228.2008,KANUNGU,1924.4283,89.9974,4,655.9,0.41,0.02,0.26,0.70,0.67,0.30,0.51,0.58,1477.75,160.30,279.33,245.27,21,82.10,1370.88,205.98,1877,741,202,947
751,143564.9928,-107228.2008,148564.9928,-112228.2008,KANUNGU,2092.3422,89.9979,4,2888.1,0.91,0.72,0.14,0.64,0.67,0.65,0.54,0.08,1649.98,154.57,307.13,222.08,31.7235504986856,84.31,1499.67,194.61,2149,1610,1182,675
752,143564.9928,-112228.2008,148564.9928,-117228.2008,RUBANDA,2015.3858,89.9982,3,286.3,0.79,0.14,0.37,0.49,0.83,0.97,0.16,0.52,1757.98,151.57,302.01,241.92,40,78.13,1447.49,206.24,1465,1432,2870,840
753,143564.9928,-117228.2008,148564.9928,-122228.2008,RUBANDA,2340.2826,89.9981,2,1335.0,0.20,0.64,0.39,0.94,0.28,0.58,0.36,0.49,1639.28,153.08,330.66,206.08,40,89.12,1628.03,182.75,2773,1533,360,1762
754,143564.9928,-122228.2008,148564.9928,-127228.2008,RUBANDA,2000.0432,89.7651,3,463.9,0.13,0.52,0.89,0.86,0.10,0.63,0.58,0.27,1509.25,153.87,308.66,222.52,34.2026825296309,87.23,1416.46,200.82,1631,1823,2289,1038
755,143564.9928,-127228.2008,148564.9928,-132228.2008,RUBANDA,1982.2888,89.8595,3,20.7,0.98,0.70,0.09,0.45,0.93,0.84,0.65,0.70,1402.79,167.87,277.18,241.75,31,82.59,1262.87,199.37,1307,1279,542,317
758,143564.9928,-142228.2008,148564.9928,-147228.2008,KISORO,2307.2421,89.9654,2,246.8,0.19,0.41,0.54,0.27,0.01,0.44,0.72,0.79,1537.64,144.51,310.10,219.04,21,92.32,1434.16,188.05,2468,658,797,2192
759,143564.9928,-147228.2008,148564.9928,-152228.2008,KISORO,2160.8668,89.9975,3,1949.2,0.38,0.72,0.36,0.89,0.01,0.85,0.71,0.59,1650.30,148.04,289.24,241.98,21,80.05,1314.45,209.23,2460,272,2479,1625
851,148564.9928,27771.7992000002,153564.9928,22771.7992000002,KASESE,3120.3844,89.9986,1,1262.2,0.15,0.20,0.80,0.72,0.66,0.97,0.27,0.17,1971.09,202.65,284.90,388.32,48,97.35,1686.59,434.75,1238,275,1245,1976
852,148564.9928,22771.7992000002,153564.9928,17771.7992000002,KASESE,2888.0953,89.9985,2,1997.3,0.16,0.63,0.89,0.49,0.43,0.74,0.52,0.27,1786.03,183.22,304.03,373.01,47.261098091827,113.62,1762.61,425.03,929,2748,1988,1625
853,148564.9928,17771.7992000002,153564.9928,12771.7992000002,KASESE,2428.7563,89.9982,2,1764.7,0.78,0.68,0.03,0.03,0.55,0.20,0.15,0.78,1806.98,173.65,314.36,278.23,47,135.68,1661.25,296.83,1096,491,2864,2122
854,148564.9928,12771.7992000002,153564.9928,7771.79920000024,KASESE,1745.6862,89.9980,4,751.6,0.06,0.88,0.74,0.39,0.63,0.14,0.77,0.84,2091.17,214.15,299.75,362.55,47,125.47,1156.85,255.52,661,1335,2081,668
855,148564.9928,7771.79920000024,153564.9928,2771.79920000024,KASESE,1176.4499,89.9580,4,1914.6,0.51,0.07,0.66,0.89,0.45,0.37,0.06,0.75,1994.26,231.53,296.54,645.27,42.7980694954844,121.13,824.95,295.26,1670,1934,2712,1510
856,148564.9928,2771.79920000024,153564.9928,-2228.20079999976,KASESE,1053.1608,89.6803,4,2391.5,0.43,0.32,0.14,0.12,0.39,0.36,0.56,0.05,3164.48,343.64,277.00,831.01,42,125.20,737.86,402.41,276,1993,2679,876
857,148564.9928,-2228.20079999976,153564.9928,-7228.20079999976,KASESE,1036.7658,89.8767,3,1833.8,0.66,0.73,0.12,0.08,0.60,0.73,0.57,0.84,3350.81,365.81,283.21,824.54,42,122.98,678.37,459.17,1391,971,2948,301
858,148564.9928,-7228.20079999976,153564.9928,-12228.2007999998,KASESE,994.6060,89.8220,3,68.7,0.85,0.95,0.24,0.99,0.98,0.68,0.73,0.69,3488.20,365.18,307.74,753.53,42,145.96,716.24,426.82,1976,2312,1603,1101
865,148564.9928,-42228.2007999998,153564.9928,-47228.2007999998,RUBIRIZI,962.4404,89.8439,1,93.0,0.77,0.17,0.55,0.90,0.37,0.44,0.95,0.07,1564.94,224.68,197.36,339.69,38,87.29,841.14,210.95,298,2751,2766,106
866,148564.9928,-47228.2007999998,153564.9928,-52228.2007999998,RUBIRIZI,1007.3944,89.9800,1,2991.0,0.95,0.81,0.45,0.01,0.18,0.45,0.18,0.91,1596.80,213.87,184.52,368.98,38,72.80,805.36,227.01,510,2357,1431,269
867,148564.9928,-52228.2007999998,153564.9928,-57228.2007999998,RUKUNGIRI,1039.3985,89.9898,1,1917.1,0.18,0.78,0.78,0.09,0.87,0.45,0.44,0.51,1664.19,226.80,192.07,312.74,38,76.45,847.58,215.08,1546,1131,1073,2080
868,148564.9928,-57228.2007999998,153564.9928,-62228.2007999998,RUKUNGIRI,1069.5082,89.9923,1,242.4,0.89,0.27,0.77,0.15,0.88,0.37,0.22,0.39,1726.95,211.82,192.43,293.61,38,62.94,908.97,201.72,1520,1782,860,1975
869,148564.9928,-62228.2007999998,153564.9928,-67228.2007999998,RUKUNGIRI,1093.0744,89.9887,1,509.3,0.23,0.60,0.84,0.86,0.91,0.79,0.92,0.55,1890.53,241.42,199.22,314.33,37.7186625353789,78.61,883.02,202.74,322,828,1323,1590
870,148564.9928,-67228.2007999998,153564.9928,-72228.2007999998,RUKUNGIRI,1121.5830,89.9903,3,194.8,0.84,0.65,0.26,0.32,0.14,0.80,0.33,0.02,1895.28,260.75,192.38,384.68,37,97.65,820.49,220.66,2366,2850,1978,2628
871,148564.9928,-72228.2007999998,153564.9928,-77228.2007999998,RUKUNGIRI,1160.8911,89.8630,3,2141.7,0.30,0.10,0.88,0.75,0.37,0.99,0.28,0.89,2028.85,244.43,201.92,382.57,37,105.45,861.25,233.20,1717,1378,1427,1776
872,148564.9928,-77228.2007999998,153564.9928,-82228.2007999998,RUKUNGIRI,1325.8913,89.9939,3,1184.5,0.20,0.84,0.18,0.98,0.31,0.10,0.79,0.91,2209.33,236.72,201.56,393.38,30.8718676531626,105.44,937.74,231.37,704,2136,500,1411
873,148564.9928,-82228.2007999998,153564.9928,-87228.2007999998,RUKUNGIRI,1489.0682,89.9947,3,1168.4,0.24,0.40,0.29,0.56,0.75,0.07,0.27,0.52,1662.44,238.06,185.21,349.60,21,89.36,1000.91,232.88,539,2366,1890,1100
874,148564.9928,-87228.2007999998,153564.9928,-92228.2007999998,KANUNGU,1554.2442,89.9942,4,157.0,0.48,0.86,0.61,0.49,0.83,0.62,0.39,0.11,1535.63,239.33,217.83,339.26,21,76.09,1030.54,232.75,688,825,970,1231
875,148564.9928,-92228.2007999998,153564.9928,-97228.2007999998,KANUNGU,1509.2894,89.9967,3,1606.6,0.12,0.54,0.25,0.45,0.46,0.13,0.13,0.10,1713.44,235.90,208.03,357.80,21,68.20,923.58,241.69,2263,1446,1255,1434
876,148564.9928,-97228.2007999998,153564.9928,-102228.2008,KANUNGU,1673.2642,89.9972,3,2290.2,0.76,0.33,0.51,0.73,0.28,0.43,0.25,0.07,1674.89,221.72,211.97,324.73,21,59.14,972.53,231.79,282,2312,2037,887
877,148564.9928,-102228.2008,153564.9928,-107228.2008,KANUNGU,1927.9652,89.9972,3,2678.6,0.51,0.24,0.82,0.91,0.98,0.41,0.99,0.95,1610.50,174.76,261.42,246.74,21,72.36,1309.17,192.71,2794,337,2485,836
878,148564.9928,-107228.2008,153564.9928,-112228.2008,KANUNGU,2088.6804,89.9977,3,1741.3,0.98,0.11,0.26,0.77,0.33,0.85,0.35,0.69,1471.16,155.47,298.46,196.64,31.7235504986856,83.42,1498.61,175.62,2071,1654,2897,833
879,148564.9928,-112228.2008,153564.9928,-117228.2008,RUBANDA,2165.8340,89.9980,2,2029.8,0.67,0.98,0.58,0.97,0.56,0.14,0.60,0.40,1756.79,146.20,312.54,215.17,40,88.73,1563.58,191.68,2694,2486,1024,2384
880,148564.9928,-117228.2008,153564.9928,-122228.2008,RUBANDA,2074.5820,89.9975,3,594.4,0.11,0.52,0.92,0.59,0.23,0.93,0.67,0.46,1695.95,149.19,291.54,242.61,40,83.19,1514.74,271.74,2375,2708,2901,899
881,148564.9928,-122228.2008,153564.9928,-127228.2008,RUBANDA,2030.6553,89.9923,3,2997.0,0.39,0.09,0.25,0.83,0.75,0.18,0.78,0.68,1621.71,148.62,265.60,231.09,34.2026825296309,82.56,1407.37,245.21,1888,525,1999,107
882,148564.9928,-127228.2008,153564.9928,-132228.2008,RUBANDA,2156.4917,89.9636,3,1080.4,0.86,0.20,0.44,0.14,0.39,0.52,0.50,0.35,1459.19,151.14,278.07,232.42,31,72.41,1415.83,195.69,2963,1688,2772,2925
885,148564.9928,-142228.2008,153564.9928,-147228.2008,RUBANDA,2258.5814,89.9976,3,1833.3,0.98,0.08,0.09,0.46,0.43,0.84,0.13,0.58,1360.11,133.16,280.97,194.62,21,77.38,1317.30,167.11,2511,1200,753,1288
886,148564.9928,-147228.2008,153564.9928,-152228.2008,RUBANDA,2257.4622,89.9977,3,66.2,0.45,0.16,0.31,0.13,0.72,0.70,0.00,0.03,1510.17,130.71,294.60,190.49,21,76.76,1412.76,156.75,2600,2171,2548,1234
887,148564.9928,-152228.2008,153564.9928,-157228.2008,KABALE,2155.1296,89.9928,4,378.6,0.33,0.47,0.05,0.29,0.35,0.54,0.55,0.90,1537.06,150.16,292.87,210.28,21,77.67,1312.24,176.82,413,773,886,616
888,148564.9928,-157228.2008,153564.9928,-162228.2008,KABALE,2109.9314,89.6132,3,1092.1,0.07,0.04,0.12,0.50,0.90,0.52,0.87,0.49,1690.97,156.13,287.54,254.17,21,85.89,1284.89,216.87,178,272,1964,2744
973,153564.9928,52771.7992000002,158564.9928,47771.7992000002,BUNDIBUGYO,3928.6183,89.9987,3,2275.8,0.68,0.14,0.97,0.52,0.54,0.71,0.49,0.97,2178.17,250.23,273.71,415.39,46.7491905653939,156.35,1813.81,446.10,1892,2127,826,2849
978,153564.9928,27771.7992000002,158564.9928,22771.7992000002,KASESE,3141.2099,89.9986,2,2841.9,0.89,0.00,0.96,0.73,0.26,0.07,0.52,0.13,1825.87,194.69,293.66,376.94,48,104.92,1750.48,441.08,2791,2936,1115,2935
979,153564.9928,22771.7992000002,158564.9928,17771.7992000002,KASESE,2340.5058,89.9985,2,1362.7,0.91,0.22,0.55,0.79,0.36,0.56,0.26,0.23,1938.40,172.87,308.66,324.45,47.261098091827,125.86,1610.28,363.87,1483,2721,2104,198
980,153564.9928,17771.7992000002,158564.9928,12771.7992000002,KASESE,1759.7586,89.9981,3,1299.2,0.59,0.43,0.55,0.06,0.32,0.18,0.32,0.80,1755.14,194.39,279.64,357.21,47,116.90,1161.41,273.41,2549,355,1885,2632
981,153564.9928,12771.7992000002,158564.9928,7771.79920000024,KASESE,1277.8992,89.9945,4,712.3,0.13,0.48,0.08,0.25,0.40,0.81,0.42,0.03,1716.65,225.46,263.98,552.34,47,115.98,849.95,309.56,899,2046,2349,2463
982,153564.9928,7771.79920000024,158564.9928,2771.79920000024,KASESE,1112.1355,89.9515,4,2570.4,0.58,0.12,0.72,0.69,0.34,0.66,0.89,0.96,2448.93,292.25,299.82,744.59,42.7980694954844,129.66,763.16,387.00,1035,1676,621,1541
983,153564.9928,2771.79920000024,158564.9928,-2228.20079999976,KASESE,1084.5583,89.9132,3,2915.0,0.71,0.53,0.57,0.30,0.02,0.38,0.68,0.99,3496.06,339.17,254.34,689.08,42,148.48,731.82,424.49,2278,1977,447,1857
984,153564.9928,-2228.20079999976,158564.9928,-7228.20079999976,KASESE,1125.6735,89.9467,2,807.4,0.75,0.57,0.50,0.34,0.56,0.31,0.60,0.31,2474.31,312.55,278.45,587.95,42,121.93,758.36,358.20,1584,2004,1941,2813
985,153564.9928,-7228.20079999976,158564.9928,-12228.2007999998,KASESE,1038.7188,89.9449,2,118.0,0.04,0.97,0.30,0.58,0.82,0.25,0.07,0.84,2973.16,345.15,307.17,562.77,42,106.97,762.80,320.01,603,1168,1038,953
990,153564.9928,-32228.2007999998,158564.9928,-37228.2007999998,RUBIRIZI,1010.0182,89.8556,1,9.8,0.73,0.88,0.80,0.76,0.13,0.02,0.97,0.23,1462.04,231.38,199.64,357.66,41.6266245847404,111.09,769.06,194.00,2433,1562,947,576
991,153564.9928,-37228.2007999998,158564.9928,-42228.2007999998,RUBIRIZI,1046.5623,89.9237,1,363.7,0.80,0.36,0.56,0.92,0.05,0.62,0.07,0.86,1392.07,234.67,207.12,259.04,41.3275814711946,94.64,816.25,161.41,2364,1555,1640,2203
992,153564.9928,-42228.2007999998,158564.9928,-47228.2007999998,RUBIRIZI,1042.0421,89.9918,1,412.7,0.36,0.91,0.66,0.48,0.01,0.31,0.05,0.18,1506.72,274.25,211.66,272.14,41.3151972405542,90.46,896.37,172.20,2375,952,2088,176
993,153564.9928,-47228.2007999998,158564.9928,-52228.2007999998,RUBIRIZI,1056.3265,89.9884,1,1535.7,0.75,0.79,0.76,0.71,0.04,0.10,0.73,0.09,1513.95,243.27,204.54,256.97,40.6506068039543,86.18,898.32,180.83,2324,2898,2549,990
994,153564.9928,-52228.2007999998,158564.9928,-57228.2007999998,RUKUNGIRI,1083.1228,89.9896,1,2399.3,0.01,0.67,0.52,0.75,0.32,1.00,0.34,0.19,1671.59,238.63,207.93,273.88,38,95.49,926.60,206.10,2302,1378,1900,9
995,153564.9928,-57228.2007999998,158564.9928,-62228.2007999998,RUKUNGIRI,1082.3141,89.9913,1,2637.1,0.26,0.83,0.17,0.74,0.26,0.88,0.96,0.48,2232.90,253.67,212.85,286.07,38,91.14,976.75,200.36,2260,2691,2714,2773
996,153564.9928,-62228.2007999998,158564.9928,-67228.2007999998,RUKUNGIRI,1157.1444,89.9890,2,700.9,0.10,0.40,0.85,0.95,0.52,0.94,0.09,0.84,1930.79,245.91,203.15,319.12,37.9522703493279,97.40,921.42,205.38,2389,1315,1158,1726
997,153564.9928,-67228.2007999998,158564.9928,-72228.2007999998,RUKUNGIRI,1268.0852,89.9938,3,1.7,0.70,0.24,0.69,0.81,0.72,0.77,0.18,0.64,2019.14,242.97,191.05,395.43,37.8303473348763,100.77,893.62,230.73,219,2437,2735,1146
998,153564.9928,-72228.2007999998,158564.9928,-77228.2007999998,RUKUNGIRI,1381.2668,89.9942,3,620.4,0.39,0.10,0.98,0.61,0.08,0.61,0.12,0.89,2068.45,239.85,192.82,410.90,37.8303473348763,108.36,968.85,236.06,679,1902,1191,1402
999,153564.9928,-77228.2007999998,158564.9928,-82228.2007999998,RUKUNGIRI,1499.5312,89.9949,3,1020.5,0.42,0.48,0.64,0.34,0.16,0.50,0.51,0.06,1654.21,225.15,185.06,376.61,31.3841850904161,106.00,993.75,251.75,2316,2179,2812,2705
1000,153564.9928,-82228.2007999998,158564.9928,-87228.2007999998,RUKUNGIRI,1618.3868,89.9926,4,257.8,0.34,0.92,0.91,0.97,0.29,0.57,0.69,0.23,1464.67,230.08,187.61,326.93,21,98.81,1120.34,233.13,2989,112,198,296
1001,153564.9928,-87228.2007999998,158564.9928,-92228.2007999998,RUKUNGIRI,1594.0844,89.9896,4,2171.5,0.53,0.12,0.59,0.90,0.64,0.38,0.72,0.18,1550.44,231.74,230.94,295.61,21,98.40,1111.70,227.74,938,2238,1436,1723
1002,153564.9928,-92228.2007999998,158564.9928,-97228.2007999998,RUKUNGIRI,1558.2565,89.9278,4,1739.2,0.49,0.80,0.49,0.85,0.96,0.98,0.63,0.77,1474.27,232.50,213.38,289.90,28.2973343020637,89.56,1028.55,228.87,1878,1613,2005,308
1003,153564.9928,-97228.2007999998,158564.9928,-102228.2008,RUKUNGIRI,1495.5946,89.9957,3,1201.6,0.11,0.06,0.67,0.17,0.95,0.77,0.38,0.01,1960.39,227.60,204.80,324.38,36.7765993626504,87.59,960.20,237.40,1812,453,2052,1459
1004,153564.9928,-102228.2008,158564.9928,-107228.2008,RUKUNGIRI,1763.3714,89.9962,3,1587.4,0.87,0.51,0.94,0.88,0.16,0.08,0.60,0.72,1914.74,187.10,219.55,280.87,36.7765993626504,64.87,1116.45,223.31,958,1703,886,118
1005,153564.9928,-107228.2008,158564.9928,-112228.2008,KANUNGU,1952.0425,89.9974,3,1475.3,0.37,0.82,0.36,0.19,0.39,0.86,0.51,0.51,1523.40,161.18,244.54,237.44,36.7212947944468,77.32,1399.04,180.51,831,1036,329,2023
1006,153564.9928,-112228.2008,158564.9928,-117228.2008,RUKIGA,2029.0912,89.9977,2,2441.1,0.70,0.76,0.37,0.60,0.44,0.24,0.41,0.39,1544.67,153.59,286.09,211.06,36.6786106604946,78.98,1443.97,181.30,455,27,1523,2847
1007,153564.9928,-117228.2008,158564.9928,-122228.2008,RUKIGA,2106.0391,89.9967,2,779.8,0.79,0.01,0.73,0.51,0.71,0.24,0.48,0.47,1528.38,148.90,300.17,220.55,36.6786106604946,81.23,1513.32,188.89,769,668,2827,1516
1008,153564.9928,-122228.2008,158564.9928,-127228.2008,RUBANDA,1971.1811,89.9616,3,2649.6,0.32,0.97,0.79,0.97,0.06,0.17,0.37,0.81,1596.60,166.26,264.08,258.81,33.5674069154991,78.10,1398.61,198.79,2080,2410,1188,706
1009,153564.9928,-127228.2008,158564.9928,-132228.2008,RUBANDA,2098.9936,89.9654,3,195.7,1.00,0.92,0.80,0.47,0.80,0.10,0.69,0.79,1569.93,149.73,258.84,220.80,31.8264915924872,75.13,1421.81,190.30,481,1252,1351,1748
1010,153564.9928,-132228.2008,158564.9928,-137228.2008,RUBANDA,2121.4750,89.9970,3,334.5,0.74,0.10,0.34,0.77,0.36,0.15,0.18,0.65,1416.83,147.13,253.88,208.05,31.8172051700996,71.12,1353.98,177.53,2876,417,904,1037
1015,153564.9928,-157228.2008,158564.9928,-162228.2008,KABALE,2178.0205,89.9963,4,427.0,0.49,0.13,0.59,0.75,0.92,0.39,0.46,0.54,1764.60,133.28,307.10,216.59,21,78.02,1399.44,184.66,280,962,2167,1520
1016,153564.9928,-162228.2008,158564.9928,-167228.2008,KABALE,2152.0905,89.5394,4,2624.9,0.96,0.60,0.96,0.35,0.38,0.06,0.47,0.21,1571.79,158.74,287.46,247.33,21,81.01,1322.56,205.05,1252,1537,800,942
1092,158564.9928,92771.7992000003,163564.9928,87771.7992000003,BUNDIBUGYO,703.8543,89.9163,1,2763.0,0.18,0.38,0.46,0.44,0.39,0.25,0.64,0.25,1543.10,232.73,217.39,219.76,47,124.19,751.31,150.25,2733,2450,1812,1283
1093,158564.9928,87771.7992000003,163564.9928,82771.7992000003,BUNDIBUGYO,732.4938,89.8886,2,1580.9,0.97,0.32,0.22,0.96,0.47,0.06,0.01,0.06,1775.48,266.11,210.42,260.21,47,138.12,769.03,171.54,143,916,1408,2069
1094,158564.9928,82771.7992000003,163564.9928,77771.7992000002,BUNDIBUGYO,765.5552,89.9181,3,1146.7,0.80,0.74,0.47,0.37,0.56,0.13,0.05,0.68,2040.24,264.86,200.98,289.89,46.2459427434079,126.87,781.99,187.00,976,1019,259,2672
1095,158564.9928,77771.7992000002,163564.9928,72771.7992000002,BUNDIBUGYO,844.7623,89.9870,3,642.0,0.97,0.75,0.20,0.63,0.21,0.91,0.25,0.32,2075.63,265.30,209.55,308.45,45,103.83,807.87,197.78,1413,427,935,2618
1096,158564.9928,72771.7992000002,163564.9928,67771.7992000002,BUNDIBUGYO,950.9825,89.9551,4,2994.4,0.62,0.03,0.16,0.17,0.60,0.04,0.80,0.13,2260.57,231.09,228.77,366.76,45,101.15,854.71,204.61,540,97,2837,1302
1097,158564.9928,67771.7992000002,163564.9928,62771.7992000002,BUNDIBUGYO,1282.5864,89.9961,3,1412.5,0.13,0.05,0.09,0.37,0.04,0.73,0.32,0.27,2104.19,202.35,269.46,368.33,45,112.04,1029.32,200.39,649,537,850,2195
1098,158564.9928,62771.7992000002,163564.9928,57771.7992000002,BUNDIBUGYO,2060.6680,89.9984,2,1402.6,0.74,0.55,0.35,0.98,0.61,0.23,0.85,0.79,2260.81,184.68,282.06,363.20,45,109.08,1585.05,314.20,2449,1183,1892,854
1099,158564.9928,57771.7992000002,163564.9928,52771.7992000002,BUNDIBUGYO,2884.2788,89.9987,3,519.6,0.72,0.55,0.80,0.34,0.10,0.04,1.00,0.59,1921.67,177.51,280.51,354.00,45,107.70,1769.17,332.43,1233,61,936,488
1100,158564.9928,52771.7992000002,163564.9928,47771.7992000002,BUNDIBUGYO,3596.9540,89.9986,2,328.9,0.23,0.03,0.53,0.78,0.23,0.07,0.56,0.45,1801.25,200.84,275.77,338.62,46.6742163205273,105.14,1697.28,375.95,404,2282,1795,949
1103,158564.9928,37771.7992000002,163564.9928,32771.7992000002,KASESE,3394.5384,89.9668,2,1359.8,0.03,0.30,0.02,0.10,0.41,0.88,0.27,0.98,1690.24,193.01,282.38,331.51,48,120.87,1721.02,460.18,958,681,355,2725
1104,158564.9928,32771.7992000002,163564.9928,27771.7992000002,KASESE,2990.2455,89.9984,2,278.4,0.42,0.59,0.08,0.72,0.22,0.23,0.25,0.59,1827.83,176.74,306.62,360.75,48,109.53,1723.22,441.02,632,2641,1486,1298
1105,158564.9928,27771.7992000002,163564.9928,22771.7992000002,KASESE,2392.5497,89.9984,2,1050.1,0.96,0.93,0.22,0.29,0.12,0.84,0.19,0.42,1975.37,172.27,319.12,359.95,48,126.49,1595.76,362.68,2548,872,2516,769
1106,158564.9928,22771.7992000002,163564.9928,17771.7992000002,KASESE,2035.7822,89.9980,3,1046.3,0.65,0.60,0.80,0.17,0.46,0.59,0.68,0.12,1777.69,180.62,279.11,334.73,47.261098091827,119.81,1273.95,259.39,1102,1295,1437,2421
1107,158564.9928,17771.7992000002,163564.9928,12771.7992000002,KASESE,1520.2983,89.9973,4,2730.5,0.89,0.73,0.55,0.45,0.55,0.36,0.97,0.79,1887.21,184.59,235.60,444.82,47,100.61,920.58,308.05,308,2079,621,1373
1108,158564.9928,12771.7992000002,163564.9928,7771.79920000024,KASESE,1338.5971,89.9956,3,2541.0,0.48,0.79,0.50,0.22,0.32,0.16,0.40,0.90,2006.09,267.08,261.35,486.40,47,113.84,816.31,274.03,1233,185,1005,1467
1109,158564.9928,7771.79920000024,163564.9928,2771.79920000024,KASESE,1252.8618,89.9940,4,947.8,0.52,0.42,0.20,0.70,0.35,0.53,0.63,0.48,3966.30,323.35,276.94,556.14,42.7980694954844,121.86,812.41,337.64,1108,2907,1962,1213
1113,158564.9928,-12228.2007999998,163564.9928,-17228.2007999998,KASESE,944.1434,89.5885,3,2873.7,0.45,0.66,0.71,0.68,0.92,0.89,0.98,0.67,2484.01,302.44,223.16,611.02,42,126.78,697.91,331.50,414,2468,2475,107
1115,158564.9928,-22228.2007999998,163564.9928,-27228.2007999998,RUBIRIZI,976.9486,89.6103,3,2839.5,0.51,0.35,0.77,0.74,0.85,0.76,0.65,0.29,1813.56,273.89,199.95,525.11,42,101.31,638.49,284.25,1545,815,1241,77
1116,158564.9928,-27228.2007999998,163564.9928,-32228.2007999998,RUBIRIZI,989.2267,89.7437,2,1559.3,0.76,0.20,0.97,0.74,1.00,0.66,0.46,0.70,2041.03,235.75,198.64,488.10,42,112.93,655.25,238.51,34,2194,1390,658
1117,158564.9928,-32228.2007999998,163564.9928,-37228.2007999998,RUBIRIZI,989.3244,89.7579,1,1222.8,0.31,0.35,0.02,0.90,0.20,0.60,0.34,0.96,1623.68,231.95,189.87,314.15,42,102.05,776.40,184.56,2688,1333,2953,2170
1118,158564.9928,-37228.2007999998,163564.9928,-42228.2007999998,RUBIRIZI,1021.9923,89.8217,1,2517.9,0.92,0.33,1.00,0.45,0.54,0.60,0.94,0.85,1671.66,260.75,202.92,276.30,42,106.08,840.49,178.59,1423,1353,2414,907
1119,158564.9928,-42228.2007999998,163564.9928,-47228.2007999998,RUBIRIZI,1049.4914,89.9548,1,170.8,0.40,0.29,0.68,0.01,0.31,0.79,0.02,0.17,1734.80,276.78,217.85,250.74,42,102.44,905.99,186.23,991,1882,366,2322
1120,158564.9928,-47228.2007999998,163564.9928,-52228.2007999998,RUBIRIZI,1104.6550,89.9246,1,2434.7,0.76,0.94,0.35,0.03,0.57,0.16,0.92,0.41,1919.66,275.60,224.06,258.47,41.1921663292254,108.73,900.88,194.30,1514,790,1121,50
